path,true,pred
C:/MedicinalPlantApp\data\val\Jasmine\__25_1769209.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__25_57962.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__26_325458.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__26_394705.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__27_1163802.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__27_1774059.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__28_71875.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__28_9303838.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__29_4124487.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__29_5970802.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__30_7699126.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__31_7822032.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__32_1945980.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__32_2184610.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__32_5789751.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__33_3607798.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__35_8587193.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__36_2656863.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__37_269035.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__37_4709659.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__38_1505581.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__38_7019934.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__3_4830397.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__3_5056768.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__3_8509362.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__3_8764268.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__40_3467802.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__40_5705760.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__41_6586227.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__41_8092243.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__41_967254.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__43_6406942.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__43_931291.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__44_7366352.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__46_5977085.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__47_4437768.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__48_288443.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__48_6699695.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__49_6896770.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__49_7612425.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__4_2833135.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__50_2019454.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__52_3755897.png,Jasmine,Betel
C:/MedicinalPlantApp\data\val\Jasmine\__52_6368199.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__54_7045656.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__55_1885199.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__56_506869.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__57_9516295.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__59_6484732.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__60_2020775.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__60_3810935.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__62_6021258.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__62_6607352.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__62_9487530.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__64_726106.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__64_7435816.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__65_6723720.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__66_5731618.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__66_7842674.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__66_9185161.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__67_4716010.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__67_4801569.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__68_4510203.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__68_7680201.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__69_6425662.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__69_8225641.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__6_2734260.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__70_8953142.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__7_9307837.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__8_1787831.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__9_5573007.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Jasmine\__9_9645713.png,Jasmine,Karanda
C:/MedicinalPlantApp\data\val\Karanda\__0_2872209.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__0_5626888.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__10_2130235.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__10_3737708.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__10_5166661.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__11_3282192.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__11_8895076.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__13_3955676.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__13_9570686.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__14_1000854.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__14_314091.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__15_9798594.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__16_4006440.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__16_7267398.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__16_8574499.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__19_8379048.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__20_7761475.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__21_1370954.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__24_1622651.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__24_4370525.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__25_7263624.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__26_346868.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__27_3471280.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__29_7537321.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__2_6731280.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__2_8066645.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__30_2652233.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__30_4709552.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__30_4757079.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__31_1416593.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__31_2844724.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__31_3503487.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__31_3894541.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__33_1680214.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__33_8970782.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__35_7413640.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__35_9354328.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__36_2642407.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__38_5820018.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__39_2236002.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__39_5736457.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__39_9416959.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__3_2049481.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__41_1969698.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__42_1295937.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__42_5075273.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__42_530304.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__43_3032445.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__43_400504.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__43_9473040.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__44_3039367.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__44_313039.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__44_6271531.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__46_4786181.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__47_5975364.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__48_2201807.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__49_3236340.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__49_9445313.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__49_9788211.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__4_5545755.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__4_9082299.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__50_2523539.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__50_843006.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__51_2577669.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__53_7364945.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__54_2532323.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__54_8126609.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__56_4819988.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__57_9557854.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__58_3259699.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__59_1524758.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__59_8297528.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__5_2193047.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__5_6928798.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__5_7533380.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__60_1606623.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__60_1854769.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__60_8345191.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__60_8826649.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__61_8608237.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__62_8954667.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__64_2476851.png,Karanda,Jamaica_Cherry-Gasagase
C:/MedicinalPlantApp\data\val\Karanda\__64_9024280.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__66_4058185.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__66_8187019.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__67_6542534.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__68_1074675.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__68_8199099.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__68_9578118.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__69_9703549.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__6_3309131.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__6_5167627.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__70_1226322.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__70_2107081.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__70_40911.png,Karanda,Mango
C:/MedicinalPlantApp\data\val\Karanda\__71_7663243.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__7_9102624.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__8_3310130.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__9_5708693.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Karanda\__9_8509527.png,Karanda,Lemon
C:/MedicinalPlantApp\data\val\Lemon\__0_4432348.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__10_1876950.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__12_5825043.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__12_6086824.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__13_2528320.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__13_4092327.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__13_8109521.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__14_239186.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__14_7370286.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__14_8571003.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__16_5492718.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__16_7411811.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__16_7707914.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__16_9059805.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__17_2113309.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__18_2936298.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__18_3904298.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__19_4395105.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__20_3329902.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__20_3683604.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__20_8260706.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__21_1321064.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__21_5662619.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__21_7345494.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__21_8048499.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__22_991151.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__23_1129544.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__23_227163.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__23_8253052.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__24_787333.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__25_3270668.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__25_6321755.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__25_796112.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__25_8206583.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__26_4588470.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__28_1217657.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__29_1081190.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__29_3315346.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__29_544740.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__29_8168421.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__2_2106894.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__31_3525682.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_1992659.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_5196375.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_5293104.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_6284727.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_9725986.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__32_9810615.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__34_6977079.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__34_844189.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__35_815873.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__36_9885388.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__37_8218446.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__37_9891426.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__38_1851114.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__39_3811806.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__3_1772839.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__3_1899872.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__3_2077353.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__3_3167122.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__3_6044544.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__40_3267827.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__40_6224386.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__41_5438522.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__41_7150541.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__42_7354348.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__43_3422390.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__43_532816.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__45_6944152.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__46_3058265.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__47_1364722.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__47_562917.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__48_1242391.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__48_3671803.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__48_8229785.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__4_3708011.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__50_2041151.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__50_3875939.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__50_6095212.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__51_1634908.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__51_2315835.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__51_3671253.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__52_4205843.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__53_1236622.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__53_1426958.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__53_4383294.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__54_1601768.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__54_2762921.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__55_9341979.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__56_4438854.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__5_7074893.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__6_2118819.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__6_5035064.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__7_2657907.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__7_2809740.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__7_5373257.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__7_9344586.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__8_2631580.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__9_357138.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Lemon\__9_6716114.png,Lemon,Mango
C:/MedicinalPlantApp\data\val\Mango\__0_4334891.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__0_6686991.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__0_8795312.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__10_7129876.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__11_3898621.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__11_7072634.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__13_2499916.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__13_3345080.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__13_5833689.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__13_7628979.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__13_8348245.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__14_3286759.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__15_4835329.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__16_2889012.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__16_4159690.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__18_1573934.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__18_2959528.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__18_6974376.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__19_243430.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__19_6118392.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__1_1155280.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__1_4609445.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__20_2063025.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__20_8591949.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__21_3956740.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__21_5205398.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__22_1791110.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__23_3993302.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__23_5971543.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__24_3013141.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__24_5753389.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__24_7720394.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__25_1381796.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__26_9891556.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__27_4737018.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__28_2166684.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__28_721733.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__28_8061039.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__28_9186826.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__29_5067118.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__29_8328137.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__2_1571573.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__2_3038142.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__30_3014808.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__32_2021644.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__32_9632136.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__35_7180912.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__36_2204117.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__36_4445618.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__36_7196999.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__37_7030051.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__38_7151073.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__39_5377916.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__39_7129238.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__3_2673812.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__3_735607.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__40_9149603.png,Mango,Mexican_Mint
C:/MedicinalPlantApp\data\val\Mango\__40_9694789.png,Mango,Mexican_Mint
